Step,Loss,LR,Gate_Values
3730,4.1272,0.000300,"[0.397,0.586,0.549]"
3740,4.0850,0.000300,"[0.400,0.601,0.560]"
3750,4.0524,0.000300,"[0.408,0.595,0.566]"
3760,3.9483,0.000300,"[0.401,0.602,0.573]"
3770,4.2144,0.000300,"[0.407,0.612,0.574]"
3780,4.0632,0.000300,"[0.399,0.604,0.571]"
3790,3.9113,0.000300,"[0.408,0.619,0.572]"
3800,3.9949,0.000300,"[0.404,0.607,0.574]"
3810,3.9624,0.000300,"[0.403,0.600,0.578]"
3820,4.2128,0.000300,"[0.406,0.611,0.569]"
3830,4.1768,0.000300,"[0.403,0.603,0.570]"
3840,4.0688,0.000300,"[0.413,0.613,0.564]"
3850,4.0057,0.000300,"[0.395,0.594,0.571]"
3860,4.0672,0.000300,"[0.406,0.594,0.558]"
3870,4.1629,0.000300,"[0.397,0.591,0.562]"
3880,4.1044,0.000300,"[0.399,0.590,0.565]"
3890,3.9260,0.000300,"[0.395,0.601,0.579]"
3900,4.1748,0.000300,"[0.408,0.607,0.589]"
3910,4.0531,0.000300,"[0.408,0.593,0.579]"
3920,4.0212,0.000300,"[0.404,0.592,0.577]"
3930,4.1004,0.000300,"[0.402,0.599,0.565]"
3940,4.1321,0.000300,"[0.399,0.605,0.568]"
3950,3.9873,0.000300,"[0.406,0.602,0.575]"
3960,4.0754,0.000300,"[0.414,0.620,0.575]"
3970,4.1255,0.000300,"[0.410,0.603,0.574]"
3980,3.9185,0.000300,"[0.400,0.583,0.566]"
3990,3.7674,0.000300,"[0.400,0.595,0.577]"
4000,3.9376,0.000300,"[0.391,0.588,0.577]"

4010,3.9610,0.000300,"[0.416,0.598,0.572]"
4020,4.0541,0.000300,"[0.397,0.592,0.578]"
4030,3.8121,0.000300,"[0.405,0.609,0.584]"
4040,3.9493,0.000300,"[0.398,0.606,0.572]"
4050,4.0500,0.000300,"[0.397,0.602,0.595]"
4060,3.8766,0.000300,"[0.411,0.588,0.578]"
4070,4.0035,0.000300,"[0.403,0.598,0.579]"
4080,3.9784,0.000300,"[0.425,0.614,0.590]"
4090,4.0551,0.000300,"[0.395,0.594,0.574]"
4100,3.9915,0.000300,"[0.405,0.608,0.584]"
4110,4.0713,0.000300,"[0.406,0.625,0.580]"
4120,3.9855,0.000300,"[0.417,0.614,0.596]"
4130,4.1097,0.000300,"[0.410,0.600,0.587]"
4140,4.0328,0.000300,"[0.407,0.616,0.586]"
4150,3.9328,0.000300,"[0.403,0.613,0.587]"
4160,4.0862,0.000300,"[0.415,0.631,0.586]"
4170,3.9182,0.000300,"[0.409,0.610,0.594]"
4180,3.8799,0.000300,"[0.412,0.605,0.594]"
4190,4.0469,0.000300,"[0.412,0.593,0.587]"
4200,3.8353,0.000300,"[0.420,0.614,0.600]"
4210,3.8551,0.000300,"[0.412,0.606,0.596]"
4220,4.0354,0.000300,"[0.412,0.599,0.597]"
4230,4.0346,0.000300,"[0.415,0.621,0.603]"
4240,4.1536,0.000300,"[0.411,0.620,0.595]"
4250,3.8633,0.000300,"[0.407,0.608,0.590]"
4260,4.0287,0.000300,"[0.414,0.611,0.597]"
4270,3.9694,0.000300,"[0.404,0.616,0.616]"
4280,4.1196,0.000300,"[0.404,0.614,0.606]"
4290,4.1201,0.000300,"[0.408,0.628,0.592]"
4300,3.9887,0.000300,"[0.410,0.609,0.594]"
4310,4.0260,0.000300,"[0.415,0.620,0.596]"
4320,3.9765,0.000300,"[0.417,0.623,0.612]"
4330,3.9615,0.000300,"[0.417,0.618,0.619]"
4340,3.9522,0.000300,"[0.429,0.617,0.605]"
4350,3.9644,0.000300,"[0.421,0.602,0.608]"
4360,4.0322,0.000300,"[0.424,0.627,0.607]"
4370,3.9152,0.000300,"[0.413,0.599,0.588]"
4380,3.9978,0.000300,"[0.407,0.629,0.626]"
4390,3.8637,0.000300,"[0.407,0.606,0.599]"
4400,3.9820,0.000300,"[0.404,0.608,0.612]"
4410,4.0853,0.000300,"[0.419,0.624,0.618]"
4420,3.8649,0.000300,"[0.405,0.602,0.604]"
4430,3.9879,0.000300,"[0.392,0.592,0.602]"
4440,3.9334,0.000300,"[0.441,0.629,0.628]"
4450,3.9987,0.000300,"[0.417,0.623,0.608]"
4460,3.8487,0.000300,"[0.430,0.639,0.628]"
4470,4.0069,0.000300,"[0.432,0.618,0.615]"
4480,3.9082,0.000300,"[0.419,0.613,0.614]"
4490,4.0019,0.000300,"[0.413,0.619,0.608]"
4500,3.9190,0.000300,"[0.427,0.620,0.624]"
4510,4.0623,0.000300,"[0.418,0.612,0.624]"
4520,3.8814,0.000300,"[0.401,0.597,0.612]"
4530,3.9534,0.000300,"[0.428,0.624,0.616]"
4540,3.7049,0.000300,"[0.429,0.617,0.648]"
4550,4.0293,0.000300,"[0.420,0.642,0.630]"
4560,3.9391,0.000300,"[0.422,0.622,0.616]"
4570,4.0035,0.000300,"[0.411,0.621,0.615]"
4580,3.9990,0.000300,"[0.412,0.606,0.605]"
4590,3.9823,0.000300,"[0.423,0.620,0.637]"
4600,3.9425,0.000300,"[0.417,0.621,0.628]"
4610,3.8467,0.000300,"[0.421,0.631,0.617]"
4620,4.1363,0.000300,"[0.416,0.610,0.615]"
4630,3.9549,0.000300,"[0.427,0.600,0.610]"
4640,3.9772,0.000300,"[0.425,0.636,0.634]"
4650,3.8912,0.000300,"[0.422,0.620,0.630]"
4660,4.0201,0.000300,"[0.416,0.626,0.626]"
4670,4.0490,0.000300,"[0.424,0.616,0.626]"
4680,3.8420,0.000300,"[0.418,0.616,0.633]"
4690,4.0898,0.000300,"[0.424,0.634,0.628]"
4700,3.8604,0.000300,"[0.412,0.616,0.627]"
4710,3.9609,0.000300,"[0.422,0.626,0.624]"
4720,3.9392,0.000300,"[0.415,0.627,0.648]"
4730,3.9911,0.000300,"[0.418,0.627,0.625]"
4740,3.8508,0.000300,"[0.409,0.618,0.627]"
4750,3.8650,0.000300,"[0.420,0.607,0.638]"
4760,3.8537,0.000300,"[0.417,0.611,0.626]"
4770,3.9082,0.000300,"[0.425,0.635,0.640]"
4780,3.8635,0.000300,"[0.420,0.620,0.621]"
4790,3.9264,0.000300,"[0.419,0.637,0.624]"
4800,3.8689,0.000300,"[0.420,0.618,0.637]"
4810,4.0008,0.000300,"[0.420,0.623,0.624]"
4820,3.8059,0.000300,"[0.419,0.617,0.631]"
4830,3.8150,0.000300,"[0.415,0.627,0.624]"
4840,4.0185,0.000300,"[0.423,0.632,0.630]"
4850,3.9447,0.000300,"[0.426,0.639,0.639]"
4860,4.0394,0.000300,"[0.435,0.633,0.633]"
4870,3.8896,0.000300,"[0.415,0.625,0.639]"
4880,3.8492,0.000300,"[0.436,0.633,0.633]"
4890,4.0592,0.000300,"[0.415,0.629,0.633]"
4900,3.9658,0.000300,"[0.425,0.615,0.637]"
4910,3.9769,0.000300,"[0.429,0.636,0.637]"
4920,3.8779,0.000300,"[0.428,0.632,0.628]"
4930,3.8547,0.000300,"[0.436,0.635,0.637]"
4940,3.9041,0.000300,"[0.421,0.632,0.639]"
4950,4.0702,0.000300,"[0.417,0.622,0.616]"
4960,3.8450,0.000300,"[0.419,0.625,0.633]"
4970,3.9878,0.000300,"[0.411,0.626,0.639]"
4980,3.9837,0.000300,"[0.429,0.634,0.646]"
4990,3.8091,0.000300,"[0.429,0.626,0.637]"
5000,4.1810,0.000300,"[0.417,0.638,0.632]"
5010,3.7904,0.000300,"[0.420,0.632,0.645]"
5020,3.8022,0.000300,"[0.418,0.632,0.648]"
5030,4.0677,0.000300,"[0.430,0.624,0.649]"
5040,3.9839,0.000300,"[0.425,0.633,0.634]"
5050,3.8980,0.000300,"[0.419,0.635,0.646]"
5060,3.9049,0.000300,"[0.421,0.635,0.637]"
5070,3.7137,0.000300,"[0.430,0.635,0.637]"
5080,4.0394,0.000300,"[0.422,0.626,0.638]"
5090,3.8621,0.000300,"[0.435,0.641,0.662]"
5100,3.7490,0.000300,"[0.425,0.629,0.652]"
5110,3.9516,0.000300,"[0.435,0.641,0.635]"
5120,3.9954,0.000300,"[0.426,0.629,0.630]"
5130,4.0188,0.000300,"[0.427,0.625,0.635]"
5140,3.8922,0.000300,"[0.424,0.633,0.624]"
5150,3.9988,0.000300,"[0.420,0.629,0.635]"
5160,3.7997,0.000300,"[0.422,0.622,0.642]"
5170,3.9285,0.000300,"[0.440,0.648,0.658]"
5180,3.9194,0.000300,"[0.447,0.640,0.657]"
5190,3.8004,0.000300,"[0.422,0.620,0.643]"
5200,3.8703,0.000300,"[0.436,0.652,0.658]"
5210,3.9801,0.000300,"[0.426,0.651,0.661]"
5220,3.8440,0.000300,"[0.436,0.660,0.669]"
5230,3.7903,0.000300,"[0.427,0.642,0.664]"
5240,3.9621,0.000300,"[0.430,0.647,0.659]"
5250,3.9980,0.000300,"[0.434,0.642,0.648]"
5260,4.0085,0.000300,"[0.421,0.633,0.638]"
5270,3.8851,0.000300,"[0.444,0.649,0.648]"
5280,3.7095,0.000300,"[0.428,0.646,0.649]"
5290,3.8662,0.000300,"[0.432,0.628,0.650]"
5300,3.9273,0.000300,"[0.431,0.650,0.658]"
5310,3.9214,0.000300,"[0.435,0.653,0.654]"
5320,3.9823,0.000300,"[0.423,0.631,0.641]"
5330,3.9093,0.000300,"[0.436,0.641,0.650]"
5340,3.8184,0.000300,"[0.429,0.647,0.674]"
5350,3.9352,0.000300,"[0.426,0.621,0.651]"
5360,3.8633,0.000300,"[0.428,0.637,0.648]"
5370,3.7171,0.000300,"[0.426,0.638,0.658]"
5380,3.8436,0.000300,"[0.423,0.631,0.660]"
5390,3.8787,0.000300,"[0.425,0.628,0.668]"
5400,3.9989,0.000300,"[0.423,0.629,0.660]"
5410,3.8401,0.000300,"[0.422,0.620,0.665]"
5420,3.7968,0.000300,"[0.439,0.647,0.683]"
5430,3.7302,0.000300,"[0.425,0.643,0.674]"
5440,3.8048,0.000300,"[0.442,0.636,0.664]"
5450,3.8427,0.000300,"[0.434,0.646,0.673]"
5460,3.9090,0.000300,"[0.435,0.657,0.662]"
5470,3.8685,0.000300,"[0.429,0.642,0.659]"
5480,3.8905,0.000300,"[0.416,0.645,0.659]"
5490,3.8666,0.000300,"[0.427,0.640,0.663]"
5500,3.7595,0.000300,"[0.433,0.632,0.677]"
5510,4.0195,0.000300,"[0.434,0.636,0.661]"
5520,3.8843,0.000300,"[0.435,0.646,0.661]"
5530,3.8084,0.000300,"[0.434,0.653,0.663]"
5540,3.8200,0.000300,"[0.433,0.651,0.662]"
5550,3.8328,0.000300,"[0.446,0.656,0.675]"
5560,3.9190,0.000300,"[0.425,0.645,0.649]"
5570,3.9045,0.000300,"[0.437,0.649,0.669]"
5580,3.9028,0.000300,"[0.436,0.640,0.672]"
5590,3.8001,0.000300,"[0.451,0.658,0.694]"
5600,3.8619,0.000300,"[0.425,0.633,0.669]"
5610,3.9017,0.000300,"[0.424,0.632,0.673]"
5620,4.0599,0.000300,"[0.447,0.661,0.673]"
5630,3.8489,0.000300,"[0.422,0.651,0.676]"
5640,3.8914,0.000300,"[0.430,0.652,0.684]"
5650,3.8729,0.000300,"[0.424,0.635,0.663]"
5660,3.9064,0.000300,"[0.425,0.648,0.685]"
5670,3.8991,0.000300,"[0.431,0.645,0.689]"
5680,3.7938,0.000300,"[0.440,0.654,0.681]"
5690,3.9245,0.000300,"[0.445,0.661,0.677]"
5700,3.9302,0.000300,"[0.437,0.643,0.674]"
5710,3.7626,0.000300,"[0.428,0.646,0.674]"
5720,3.7587,0.000300,"[0.437,0.640,0.675]"
5730,4.0245,0.000300,"[0.435,0.646,0.666]"
5740,3.9256,0.000300,"[0.430,0.645,0.677]"
5750,3.9899,0.000300,"[0.442,0.643,0.689]"
5760,3.8533,0.000300,"[0.443,0.650,0.680]"
5770,3.8794,0.000300,"[0.440,0.661,0.692]"
5780,3.7973,0.000300,"[0.432,0.650,0.673]"
5790,3.9700,0.000300,"[0.436,0.653,0.677]"
5800,3.8087,0.000300,"[0.436,0.649,0.682]"
5810,3.8214,0.000300,"[0.440,0.656,0.687]"
5820,3.7761,0.000300,"[0.435,0.648,0.678]"
5830,3.7450,0.000300,"[0.434,0.644,0.682]"
5840,3.9071,0.000300,"[0.431,0.659,0.681]"
5850,3.8707,0.000300,"[0.434,0.673,0.689]"
5860,3.8480,0.000300,"[0.434,0.651,0.689]"
5870,3.9527,0.000300,"[0.429,0.646,0.680]"
5880,3.8334,0.000300,"[0.438,0.653,0.687]"
5890,3.9604,0.000300,"[0.447,0.660,0.683]"
5900,3.8911,0.000300,"[0.446,0.658,0.681]"
5910,3.5666,0.000300,"[0.436,0.636,0.690]"
5920,3.8779,0.000300,"[0.437,0.669,0.686]"
5930,3.6892,0.000300,"[0.446,0.644,0.674]"
5940,3.7948,0.000300,"[0.441,0.656,0.684]"
5950,3.7770,0.000300,"[0.433,0.634,0.671]"
5960,3.7173,0.000300,"[0.447,0.663,0.692]"
5970,3.6061,0.000300,"[0.442,0.653,0.682]"
5980,3.6168,0.000300,"[0.438,0.647,0.705]"
5990,3.9722,0.000300,"[0.449,0.646,0.663]"
6000,3.7771,0.000300,"[0.448,0.647,0.675]"
6010,3.7979,0.000300,"[0.442,0.654,0.683]"
6020,3.8835,0.000300,"[0.426,0.639,0.672]"
6030,3.8169,0.000300,"[0.433,0.652,0.687]"
6040,3.8869,0.000300,"[0.438,0.668,0.699]"
6050,3.8564,0.000300,"[0.434,0.654,0.689]"
6060,3.7548,0.000300,"[0.448,0.655,0.694]"
6070,3.7461,0.000300,"[0.440,0.654,0.688]"
6080,3.7572,0.000300,"[0.437,0.651,0.694]"
6090,3.8039,0.000300,"[0.440,0.664,0.702]"
6100,3.7433,0.000300,"[0.442,0.651,0.694]"
6110,3.8950,0.000300,"[0.456,0.659,0.690]"
6120,3.8470,0.000300,"[0.438,0.645,0.681]"
6130,3.7298,0.000300,"[0.450,0.661,0.704]"
6140,3.7890,0.000300,"[0.461,0.662,0.702]"
6150,3.7280,0.000300,"[0.448,0.656,0.707]"
6160,3.8361,0.000300,"[0.453,0.657,0.673]"
6170,3.7409,0.000300,"[0.455,0.679,0.711]"
6180,3.8939,0.000300,"[0.439,0.655,0.691]"
6190,3.8334,0.000300,"[0.441,0.658,0.686]"
6200,3.7503,0.000300,"[0.451,0.670,0.713]"
6210,3.7921,0.000300,"[0.449,0.661,0.710]"
6220,3.9988,0.000300,"[0.455,0.662,0.680]"
6230,3.7123,0.000300,"[0.433,0.654,0.684]"
6240,3.8128,0.000300,"[0.431,0.661,0.696]"
6250,3.9080,0.000300,"[0.437,0.649,0.691]"
6260,3.6938,0.000300,"[0.446,0.644,0.691]"
6270,3.8196,0.000300,"[0.439,0.645,0.693]"
6280,3.7340,0.000300,"[0.435,0.643,0.684]"
6290,3.8142,0.000300,"[0.450,0.662,0.692]"
6300,3.8051,0.000300,"[0.443,0.666,0.694]"
6310,4.1169,0.000300,"[0.448,0.666,0.687]"
6320,3.6625,0.000300,"[0.439,0.644,0.700]"
6330,3.8068,0.000300,"[0.452,0.666,0.709]"
6340,3.8071,0.000300,"[0.432,0.649,0.710]"
6350,3.7417,0.000300,"[0.445,0.655,0.705]"
6360,3.8628,0.000300,"[0.454,0.662,0.691]"
6370,3.8658,0.000300,"[0.446,0.658,0.684]"
6380,3.8178,0.000300,"[0.452,0.661,0.690]"
6390,3.7876,0.000300,"[0.447,0.652,0.700]"
6400,3.7826,0.000300,"[0.446,0.666,0.720]"
6410,3.8156,0.000300,"[0.439,0.674,0.709]"
6420,3.9437,0.000300,"[0.447,0.667,0.701]"
6430,3.7686,0.000300,"[0.444,0.658,0.703]"
6440,3.8468,0.000300,"[0.439,0.642,0.690]"
6450,3.9170,0.000300,"[0.450,0.666,0.697]"
6460,3.8949,0.000300,"[0.448,0.656,0.708]"
6470,3.8273,0.000300,"[0.448,0.655,0.702]"
6480,3.7530,0.000300,"[0.440,0.644,0.707]"
6490,3.9588,0.000300,"[0.439,0.655,0.697]"
6500,3.9205,0.000300,"[0.443,0.655,0.692]"
6510,3.9167,0.000300,"[0.452,0.654,0.690]"
6520,3.9061,0.000300,"[0.455,0.656,0.705]"
6530,3.8436,0.000300,"[0.439,0.664,0.711]"
6540,3.7038,0.000300,"[0.463,0.679,0.720]"
6550,3.8448,0.000300,"[0.435,0.664,0.717]"
6560,3.8746,0.000300,"[0.443,0.658,0.737]"
6570,3.8500,0.000300,"[0.445,0.660,0.707]"
6580,3.7755,0.000300,"[0.434,0.654,0.711]"
6590,3.9027,0.000300,"[0.445,0.662,0.684]"
6600,3.8548,0.000300,"[0.455,0.658,0.711]"
6610,3.7727,0.000300,"[0.459,0.659,0.724]"
6620,3.7688,0.000300,"[0.444,0.649,0.716]"
6630,3.8598,0.000300,"[0.438,0.663,0.717]"
6640,3.9550,0.000300,"[0.443,0.656,0.704]"
6650,3.6685,0.000300,"[0.451,0.661,0.732]"
6660,3.8683,0.000300,"[0.455,0.667,0.701]"
6670,3.8652,0.000300,"[0.462,0.672,0.712]"
6680,3.7924,0.000300,"[0.448,0.678,0.729]"
6690,3.7294,0.000300,"[0.457,0.673,0.731]"
6700,3.8365,0.000300,"[0.460,0.675,0.732]"
6710,3.8301,0.000300,"[0.454,0.662,0.722]"
6720,3.9002,0.000300,"[0.448,0.671,0.718]"
6730,3.8226,0.000300,"[0.446,0.653,0.698]"
6740,3.6876,0.000300,"[0.457,0.655,0.711]"
6750,3.7875,0.000300,"[0.441,0.658,0.706]"
6760,3.7759,0.000300,"[0.445,0.663,0.713]"
6770,3.7757,0.000300,"[0.442,0.660,0.706]"
6780,3.8990,0.000300,"[0.471,0.653,0.708]"
6790,3.8376,0.000300,"[0.458,0.667,0.708]"
6800,3.7289,0.000300,"[0.446,0.676,0.729]"
6810,3.7991,0.000300,"[0.456,0.669,0.723]"
6820,3.8059,0.000300,"[0.468,0.670,0.708]"
6830,3.7543,0.000300,"[0.449,0.652,0.708]"
6840,3.8748,0.000300,"[0.443,0.663,0.715]"
6850,3.6889,0.000300,"[0.441,0.655,0.727]"
6860,3.7876,0.000300,"[0.462,0.676,0.727]"
6870,3.7227,0.000300,"[0.446,0.654,0.714]"
6880,3.8785,0.000300,"[0.448,0.673,0.700]"
6890,3.8158,0.000300,"[0.469,0.675,0.718]"
6900,3.7931,0.000300,"[0.457,0.670,0.724]"
6910,3.7873,0.000300,"[0.446,0.652,0.707]"
6920,3.7559,0.000300,"[0.447,0.656,0.713]"
6930,3.9176,0.000300,"[0.450,0.656,0.711]"
6940,3.7878,0.000300,"[0.455,0.688,0.730]"
6950,3.8717,0.000300,"[0.447,0.659,0.712]"
6960,3.7746,0.000300,"[0.459,0.668,0.726]"
6970,3.7783,0.000300,"[0.451,0.677,0.741]"
6980,3.7617,0.000300,"[0.438,0.672,0.723]"
6990,3.8493,0.000300,"[0.458,0.664,0.711]"
7000,3.8092,0.000300,"[0.460,0.676,0.719]"
7010,3.7534,0.000300,"[0.447,0.672,0.719]"
7020,3.8495,0.000300,"[0.457,0.683,0.710]"
7030,3.8353,0.000300,"[0.456,0.675,0.721]"
7040,3.8286,0.000300,"[0.449,0.657,0.708]"
7050,3.9561,0.000300,"[0.475,0.680,0.714]"
7060,3.7949,0.000300,"[0.451,0.672,0.703]"
7070,3.6952,0.000300,"[0.457,0.679,0.715]"
7080,3.8065,0.000300,"[0.456,0.668,0.719]"
7090,3.9039,0.000300,"[0.452,0.672,0.714]"
7100,3.7985,0.000300,"[0.468,0.679,0.726]"
7110,3.7440,0.000300,"[0.459,0.677,0.715]"
7120,3.9270,0.000300,"[0.450,0.688,0.742]"
7130,3.8704,0.000300,"[0.461,0.678,0.730]"
7140,3.6684,0.000300,"[0.447,0.675,0.716]"
7150,3.7749,0.000300,"[0.455,0.672,0.734]"
7160,3.6080,0.000300,"[0.456,0.666,0.728]"
7170,3.6900,0.000300,"[0.448,0.670,0.735]"
7180,3.8153,0.000300,"[0.466,0.683,0.728]"
7190,3.7236,0.000300,"[0.468,0.687,0.750]"
7200,3.7980,0.000300,"[0.456,0.670,0.719]"
7210,3.7539,0.000300,"[0.445,0.671,0.724]"
7220,3.6502,0.000300,"[0.460,0.680,0.735]"
7230,3.7796,0.000300,"[0.464,0.689,0.720]"
7240,3.6972,0.000300,"[0.447,0.678,0.743]"
7250,3.7025,0.000300,"[0.452,0.678,0.712]"
7260,3.6348,0.000300,"[0.448,0.671,0.737]"
7270,3.8921,0.000300,"[0.457,0.674,0.733]"
7280,3.8805,0.000300,"[0.456,0.679,0.720]"
7290,3.7716,0.000300,"[0.458,0.681,0.734]"
7300,3.5610,0.000300,"[0.471,0.663,0.737]"
7310,3.7063,0.000300,"[0.449,0.670,0.721]"
7320,3.7582,0.000300,"[0.473,0.694,0.744]"
7330,3.6638,0.000300,"[0.452,0.667,0.732]"
7340,3.7799,0.000300,"[0.459,0.673,0.727]"
7350,3.6528,0.000300,"[0.449,0.649,0.720]"
7360,3.8710,0.000300,"[0.443,0.665,0.712]"
7370,3.7455,0.000300,"[0.458,0.667,0.721]"
7380,3.8855,0.000300,"[0.444,0.665,0.722]"
7390,3.7773,0.000300,"[0.456,0.658,0.734]"
7400,3.6588,0.000300,"[0.465,0.673,0.729]"
7410,3.7358,0.000300,"[0.458,0.678,0.726]"
7420,3.7872,0.000300,"[0.456,0.671,0.727]"
7430,3.7204,0.000300,"[0.455,0.668,0.738]"
7440,3.7526,0.000300,"[0.467,0.687,0.733]"
7450,3.8641,0.000300,"[0.464,0.675,0.715]"
7460,3.6175,0.000300,"[0.450,0.682,0.734]"
7470,3.7820,0.000300,"[0.469,0.674,0.719]"
7480,3.6247,0.000300,"[0.468,0.679,0.720]"
7490,3.8356,0.000300,"[0.468,0.691,0.739]"
7500,3.8227,0.000300,"[0.444,0.676,0.737]"
7510,3.7723,0.000300,"[0.451,0.678,0.736]"
7520,3.7919,0.000300,"[0.456,0.684,0.736]"
7530,3.7504,0.000300,"[0.464,0.672,0.750]"
7540,3.6175,0.000300,"[0.462,0.675,0.725]"
7550,3.4764,0.000300,"[0.461,0.678,0.746]"
7560,3.8585,0.000300,"[0.460,0.668,0.738]"
7570,3.7493,0.000300,"[0.461,0.680,0.743]"
7580,3.7421,0.000300,"[0.469,0.678,0.726]"
7590,3.9131,0.000300,"[0.462,0.686,0.731]"
7600,3.5920,0.000300,"[0.458,0.667,0.732]"
7610,3.7067,0.000300,"[0.458,0.676,0.732]"
7620,3.6736,0.000300,"[0.457,0.676,0.741]"
7630,3.8299,0.000300,"[0.473,0.681,0.734]"
7640,3.6003,0.000300,"[0.472,0.680,0.755]"
7650,3.6121,0.000300,"[0.462,0.680,0.746]"
7660,3.7608,0.000300,"[0.472,0.686,0.748]"
7670,3.7478,0.000300,"[0.473,0.684,0.745]"
7680,3.7108,0.000300,"[0.475,0.674,0.750]"
7690,3.5808,0.000300,"[0.471,0.678,0.737]"
7700,3.7889,0.000300,"[0.458,0.671,0.731]"
7710,3.7457,0.000300,"[0.461,0.676,0.735]"
7720,3.9753,0.000300,"[0.463,0.682,0.735]"
7730,3.6198,0.000300,"[0.461,0.680,0.744]"
7740,3.8103,0.000300,"[0.458,0.687,0.742]"
7750,3.6779,0.000300,"[0.455,0.667,0.727]"
7760,3.7093,0.000300,"[0.454,0.679,0.743]"
7770,3.6736,0.000300,"[0.473,0.694,0.755]"
7780,3.6689,0.000300,"[0.469,0.692,0.759]"
7790,3.8719,0.000300,"[0.455,0.690,0.747]"
7800,3.8144,0.000300,"[0.459,0.673,0.724]"
7810,3.8659,0.000300,"[0.483,0.690,0.732]"
7820,3.8436,0.000300,"[0.474,0.685,0.734]"
7830,3.8245,0.000300,"[0.460,0.682,0.740]"
7840,3.8189,0.000300,"[0.453,0.686,0.751]"
7850,3.9759,0.000300,"[0.441,0.672,0.731]"
7860,3.6870,0.000300,"[0.470,0.680,0.747]"
7870,3.5144,0.000300,"[0.464,0.666,0.759]"
7880,3.7921,0.000300,"[0.459,0.682,0.758]"
7890,3.5611,0.000300,"[0.462,0.680,0.767]"
7900,3.6620,0.000300,"[0.465,0.671,0.744]"
7910,3.7732,0.000300,"[0.469,0.691,0.745]"
7920,3.8554,0.000300,"[0.481,0.697,0.740]"
7930,3.7358,0.000300,"[0.463,0.676,0.756]"
7940,3.5756,0.000300,"[0.456,0.689,0.752]"
7950,3.7692,0.000300,"[0.458,0.682,0.743]"
7960,3.7921,0.000300,"[0.461,0.669,0.742]"
7970,3.7578,0.000300,"[0.474,0.691,0.749]"
7980,3.5574,0.000300,"[0.472,0.683,0.744]"
7990,3.7813,0.000300,"[0.469,0.686,0.747]"
8000,3.6147,0.000300,"[0.459,0.680,0.751]"
8010,3.9088,0.000300,"[0.485,0.696,0.737]"
8020,3.7125,0.000300,"[0.463,0.686,0.761]"
8030,3.6700,0.000300,"[0.465,0.689,0.754]"
8040,3.8146,0.000300,"[0.470,0.687,0.730]"
8050,3.7446,0.000300,"[0.466,0.688,0.748]"
8060,3.7175,0.000300,"[0.456,0.691,0.753]"
8070,3.7214,0.000300,"[0.476,0.685,0.745]"
8080,3.8030,0.000300,"[0.466,0.683,0.758]"
8090,3.8763,0.000300,"[0.475,0.696,0.736]"
8100,3.6947,0.000300,"[0.457,0.671,0.734]"
8110,3.5859,0.000300,"[0.464,0.677,0.737]"
8120,3.7158,0.000300,"[0.459,0.689,0.756]"
8130,3.8205,0.000300,"[0.471,0.699,0.771]"
8140,3.4535,0.000300,"[0.463,0.677,0.760]"
8150,3.6640,0.000300,"[0.446,0.670,0.737]"
8160,3.6482,0.000300,"[0.461,0.680,0.745]"
8170,3.6289,0.000300,"[0.456,0.680,0.739]"
8180,3.6240,0.000300,"[0.469,0.694,0.772]"
8190,3.8188,0.000300,"[0.455,0.691,0.760]"
8200,3.7512,0.000300,"[0.481,0.695,0.763]"
8210,3.8636,0.000300,"[0.454,0.680,0.738]"
8220,3.7271,0.000300,"[0.458,0.680,0.761]"
8230,3.5951,0.000300,"[0.471,0.676,0.766]"
8240,3.7414,0.000300,"[0.469,0.685,0.759]"
8250,3.5564,0.000300,"[0.484,0.686,0.760]"
8260,3.4835,0.000300,"[0.459,0.675,0.756]"
8270,3.7675,0.000300,"[0.469,0.701,0.774]"
8280,3.6741,0.000300,"[0.471,0.697,0.750]"
8290,3.7017,0.000300,"[0.473,0.684,0.773]"
8300,3.7914,0.000300,"[0.462,0.692,0.763]"
8310,3.7921,0.000300,"[0.457,0.700,0.776]"
8320,3.6648,0.000300,"[0.467,0.688,0.770]"
8330,3.6483,0.000300,"[0.491,0.692,0.765]"
8340,3.6656,0.000300,"[0.472,0.693,0.770]"
8350,3.6571,0.000300,"[0.465,0.690,0.749]"
8360,3.8402,0.000300,"[0.468,0.690,0.777]"
8370,3.8136,0.000300,"[0.466,0.693,0.765]"
8380,3.4886,0.000300,"[0.468,0.687,0.767]"
8390,3.6652,0.000300,"[0.456,0.673,0.761]"
8400,3.6136,0.000300,"[0.467,0.689,0.749]"
8410,3.8373,0.000300,"[0.467,0.698,0.784]"
8420,3.7843,0.000300,"[0.461,0.690,0.747]"
8430,3.8077,0.000300,"[0.467,0.692,0.769]"
8440,3.8320,0.000300,"[0.456,0.685,0.750]"
8450,3.6337,0.000300,"[0.475,0.694,0.762]"
8460,3.7440,0.000300,"[0.469,0.683,0.758]"
8470,3.7387,0.000300,"[0.472,0.677,0.760]"
8480,3.6059,0.000300,"[0.464,0.692,0.774]"
8490,3.7744,0.000300,"[0.472,0.700,0.760]"
8500,3.7203,0.000300,"[0.460,0.688,0.760]"
8510,3.7222,0.000300,"[0.461,0.681,0.749]"
8520,3.6507,0.000300,"[0.469,0.683,0.751]"
8530,3.6231,0.000300,"[0.476,0.686,0.758]"
8540,3.4408,0.000300,"[0.469,0.683,0.786]"
